Entity,Code,Date,Daily confirmed cases (cases)
Croatia,HRV,"Mar 12, 2020",3
Croatia,HRV,"Mar 13, 2020",9
Croatia,HRV,"Mar 14, 2020",6
Croatia,HRV,"Mar 15, 2020",6
Croatia,HRV,"Mar 16, 2020",11
Croatia,HRV,"Mar 17, 2020",8
Croatia,HRV,"Mar 18, 2020",13
Croatia,HRV,"Mar 19, 2020",12
Croatia,HRV,"Mar 20, 2020",23
Croatia,HRV,"Mar 21, 2020",22
Croatia,HRV,"Mar 22, 2020",80
Croatia,HRV,"Mar 23, 2020",29
Croatia,HRV,"Mar 24, 2020",71
Croatia,HRV,"Mar 25, 2020",76
Croatia,HRV,"Mar 26, 2020",36
Croatia,HRV,"Mar 27, 2020",77
Croatia,HRV,"Mar 28, 2020",91
Croatia,HRV,"Mar 29, 2020",71
Croatia,HRV,"Mar 30, 2020",56
Croatia,HRV,"Mar 31, 2020",77
Croatia,HRV,"Apr 1, 2020",77
Croatia,HRV,"Apr 2, 2020",96
Croatia,HRV,"Apr 3, 2020",48
Croatia,HRV,"Apr 4, 2020",68
Croatia,HRV,"Apr 5, 2020",47
Croatia,HRV,"Apr 6, 2020",56
Croatia,HRV,"Apr 7, 2020",40
Croatia,HRV,"Apr 8, 2020",60
Croatia,HRV,"Apr 9, 2020",61
Croatia,HRV,"Apr 10, 2020",64
Croatia,HRV,"Apr 11, 2020",88
Croatia,HRV,"Apr 12, 2020",39
Croatia,HRV,"Apr 13, 2020",66
Croatia,HRV,"Apr 14, 2020",50
Croatia,HRV,"Apr 15, 2020",54
Croatia,HRV,"Apr 16, 2020",37
Croatia,HRV,"Apr 17, 2020",50
Croatia,HRV,"Apr 18, 2020",23
Croatia,HRV,"Apr 19, 2020",18
Croatia,HRV,"Apr 20, 2020",39
Croatia,HRV,"Apr 21, 2020",10
Croatia,HRV,"Apr 22, 2020",27
Croatia,HRV,"Apr 23, 2020",42
Croatia,HRV,"Apr 24, 2020",31
Cuba,CUB,"Mar 12, 2020",3
Cuba,CUB,"Mar 14, 2020",1
Cuba,CUB,"Mar 15, 2020",0
Cuba,CUB,"Mar 18, 2020",3
Cuba,CUB,"Mar 19, 2020",4
Cuba,CUB,"Mar 20, 2020",5
Cuba,CUB,"Mar 21, 2020",5
Cuba,CUB,"Mar 22, 2020",4
Cuba,CUB,"Mar 23, 2020",10
Cuba,CUB,"Mar 24, 2020",5
Cuba,CUB,"Mar 25, 2020",8
Cuba,CUB,"Mar 26, 2020",9
Cuba,CUB,"Mar 27, 2020",10
Cuba,CUB,"Mar 28, 2020",13
Cuba,CUB,"Mar 29, 2020",39
Cuba,CUB,"Mar 30, 2020",20
Cuba,CUB,"Mar 31, 2020",31
Cuba,CUB,"Apr 1, 2020",16
Cuba,CUB,"Apr 2, 2020",26
Cuba,CUB,"Apr 3, 2020",21
Cuba,CUB,"Apr 4, 2020",36
Cuba,CUB,"Apr 5, 2020",19
Cuba,CUB,"Apr 6, 2020",32
Cuba,CUB,"Apr 7, 2020",30
Cuba,CUB,"Apr 8, 2020",46
Cuba,CUB,"Apr 9, 2020",61
Cuba,CUB,"Apr 10, 2020",58
Cuba,CUB,"Apr 11, 2020",49
Cuba,CUB,"Apr 12, 2020",56
Cuba,CUB,"Apr 13, 2020",49
Cuba,CUB,"Apr 14, 2020",57
Cuba,CUB,"Apr 15, 2020",40
Cuba,CUB,"Apr 16, 2020",48
Cuba,CUB,"Apr 17, 2020",48
Cuba,CUB,"Apr 18, 2020",61
Cuba,CUB,"Apr 19, 2020",63
Cuba,CUB,"Apr 20, 2020",49
Cuba,CUB,"Apr 21, 2020",52
Cuba,CUB,"Apr 22, 2020",50
Cuba,CUB,"Apr 23, 2020",52
Cuba,CUB,"Apr 24, 2020",46
Curacao,CUW,"Mar 13, 2020",1
Curacao,CUW,"Mar 20, 2020",2
Curacao,CUW,"Mar 24, 2020",3
Curacao,CUW,"Mar 26, 2020",0
Curacao,CUW,"Mar 27, 2020",1
Curacao,CUW,"Mar 28, 2020",1
Curacao,CUW,"Mar 29, 2020",0
Curacao,CUW,"Mar 30, 2020",1
Curacao,CUW,"Apr 1, 2020",2
Curacao,CUW,"Apr 2, 2020",0
Curacao,CUW,"Apr 3, 2020",0
Curacao,CUW,"Apr 4, 2020",0
Curacao,CUW,"Apr 5, 2020",0
Curacao,CUW,"Apr 6, 2020",0
Curacao,CUW,"Apr 7, 2020",2
Curacao,CUW,"Apr 8, 2020",0
Curacao,CUW,"Apr 9, 2020",1
Curacao,CUW,"Apr 10, 2020",0
Curacao,CUW,"Apr 11, 2020",0
Curacao,CUW,"Apr 12, 2020",0
Curacao,CUW,"Apr 13, 2020",0
Curacao,CUW,"Apr 14, 2020",0
Curacao,CUW,"Apr 15, 2020",0
Curacao,CUW,"Apr 16, 2020",0
Curacao,CUW,"Apr 17, 2020",0
Curacao,CUW,"Apr 18, 2020",0
Curacao,CUW,"Apr 19, 2020",0
Curacao,CUW,"Apr 20, 2020",0
Curacao,CUW,"Apr 21, 2020",0
Curacao,CUW,"Apr 22, 2020",0
Curacao,CUW,"Apr 23, 2020",0
Curacao,CUW,"Apr 24, 2020",0
Cyprus,CYP,"Mar 10, 2020",2
Cyprus,CYP,"Mar 12, 2020",4
Cyprus,CYP,"Mar 14, 2020",8
Cyprus,CYP,"Mar 15, 2020",7
Cyprus,CYP,"Mar 16, 2020",9
Cyprus,CYP,"Mar 17, 2020",10
Cyprus,CYP,"Mar 18, 2020",0
Cyprus,CYP,"Mar 19, 2020",18
Cyprus,CYP,"Mar 20, 2020",0
Cyprus,CYP,"Mar 21, 2020",9
Cyprus,CYP,"Mar 22, 2020",17
Cyprus,CYP,"Mar 23, 2020",11
Cyprus,CYP,"Mar 24, 2020",21
Cyprus,CYP,"Mar 25, 2020",8
Cyprus,CYP,"Mar 26, 2020",8
Cyprus,CYP,"Mar 27, 2020",14
Cyprus,CYP,"Mar 28, 2020",16
Cyprus,CYP,"Mar 29, 2020",17
Cyprus,CYP,"Mar 30, 2020",35
Cyprus,CYP,"Mar 31, 2020",16
Cyprus,CYP,"Apr 1, 2020",32
Cyprus,CYP,"Apr 2, 2020",58
Cyprus,CYP,"Apr 3, 2020",36
Cyprus,CYP,"Apr 4, 2020",40
Cyprus,CYP,"Apr 5, 2020",30
Cyprus,CYP,"Apr 6, 2020",20
Cyprus,CYP,"Apr 7, 2020",19
Cyprus,CYP,"Apr 8, 2020",29
Cyprus,CYP,"Apr 9, 2020",32
Cyprus,CYP,"Apr 10, 2020",38
Cyprus,CYP,"Apr 11, 2020",31
Cyprus,CYP,"Apr 12, 2020",21
Cyprus,CYP,"Apr 13, 2020",17
Cyprus,CYP,"Apr 14, 2020",29
Cyprus,CYP,"Apr 15, 2020",33
Cyprus,CYP,"Apr 16, 2020",20
Cyprus,CYP,"Apr 17, 2020",20
Cyprus,CYP,"Apr 18, 2020",0
Cyprus,CYP,"Apr 19, 2020",26
Cyprus,CYP,"Apr 20, 2020",6
Cyprus,CYP,"Apr 21, 2020",5
Cyprus,CYP,"Apr 22, 2020",12
Cyprus,CYP,"Apr 23, 2020",6
Cyprus,CYP,"Apr 24, 2020",5
Czech Republic,CZE,"Dec 31, 2019",0
Czech Republic,CZE,"Jan 1, 2020",0
Czech Republic,CZE,"Jan 2, 2020",0
Czech Republic,CZE,"Jan 3, 2020",0
Czech Republic,CZE,"Jan 4, 2020",0
Czech Republic,CZE,"Jan 5, 2020",0
Czech Republic,CZE,"Jan 6, 2020",0
Czech Republic,CZE,"Jan 7, 2020",0
Czech Republic,CZE,"Jan 8, 2020",0
Czech Republic,CZE,"Jan 9, 2020",0
Czech Republic,CZE,"Jan 10, 2020",0
Czech Republic,CZE,"Jan 11, 2020",0
Czech Republic,CZE,"Jan 12, 2020",0
Czech Republic,CZE,"Jan 13, 2020",0
Czech Republic,CZE,"Jan 14, 2020",0
Czech Republic,CZE,"Jan 15, 2020",0
Czech Republic,CZE,"Jan 16, 2020",0
Czech Republic,CZE,"Jan 17, 2020",0
Czech Republic,CZE,"Jan 18, 2020",0
Czech Republic,CZE,"Jan 19, 2020",0
Czech Republic,CZE,"Jan 20, 2020",0
Czech Republic,CZE,"Jan 21, 2020",0
Czech Republic,CZE,"Jan 22, 2020",0
Czech Republic,CZE,"Jan 23, 2020",0
Czech Republic,CZE,"Jan 24, 2020",0
Czech Republic,CZE,"Jan 25, 2020",0
Czech Republic,CZE,"Jan 26, 2020",0
Czech Republic,CZE,"Jan 27, 2020",0
Czech Republic,CZE,"Jan 28, 2020",0
Czech Republic,CZE,"Jan 29, 2020",0
Czech Republic,CZE,"Jan 30, 2020",0
Czech Republic,CZE,"Jan 31, 2020",0
Czech Republic,CZE,"Feb 1, 2020",0
Czech Republic,CZE,"Feb 2, 2020",0
Czech Republic,CZE,"Feb 3, 2020",0
Czech Republic,CZE,"Feb 4, 2020",0
Czech Republic,CZE,"Feb 5, 2020",0
Czech Republic,CZE,"Feb 6, 2020",0
Czech Republic,CZE,"Feb 7, 2020",0
Czech Republic,CZE,"Feb 8, 2020",0
Czech Republic,CZE,"Feb 9, 2020",0
Czech Republic,CZE,"Feb 10, 2020",0
Czech Republic,CZE,"Feb 11, 2020",0
Czech Republic,CZE,"Feb 12, 2020",0
Czech Republic,CZE,"Feb 13, 2020",0
Czech Republic,CZE,"Feb 14, 2020",0
Czech Republic,CZE,"Feb 15, 2020",0
Czech Republic,CZE,"Feb 16, 2020",0
Czech Republic,CZE,"Feb 17, 2020",0
Czech Republic,CZE,"Feb 18, 2020",0
Czech Republic,CZE,"Feb 19, 2020",0
Czech Republic,CZE,"Feb 20, 2020",0
Czech Republic,CZE,"Feb 21, 2020",0
Czech Republic,CZE,"Feb 22, 2020",0
Czech Republic,CZE,"Feb 23, 2020",0
Czech Republic,CZE,"Feb 24, 2020",0
Czech Republic,CZE,"Feb 25, 2020",0
Czech Republic,CZE,"Feb 26, 2020",0
Czech Republic,CZE,"Feb 27, 2020",0
Czech Republic,CZE,"Feb 28, 2020",0
Czech Republic,CZE,"Feb 29, 2020",0
Czech Republic,CZE,"Mar 1, 2020",0
Czech Republic,CZE,"Mar 2, 2020",3
Czech Republic,CZE,"Mar 3, 2020",2
Czech Republic,CZE,"Mar 4, 2020",0
Czech Republic,CZE,"Mar 5, 2020",3
Czech Republic,CZE,"Mar 6, 2020",4
Czech Republic,CZE,"Mar 7, 2020",7
Czech Republic,CZE,"Mar 8, 2020",7
Czech Republic,CZE,"Mar 9, 2020",6
Czech Republic,CZE,"Mar 10, 2020",8
Czech Republic,CZE,"Mar 11, 2020",23
Czech Republic,CZE,"Mar 12, 2020",31
Czech Republic,CZE,"Mar 13, 2020",22
Czech Republic,CZE,"Mar 14, 2020",34
Czech Republic,CZE,"Mar 15, 2020",64
Czech Republic,CZE,"Mar 16, 2020",84
Czech Republic,CZE,"Mar 17, 2020",46
Czech Republic,CZE,"Mar 18, 2020",90
Czech Republic,CZE,"Mar 19, 2020",88
Czech Republic,CZE,"Mar 20, 2020",172
Czech Republic,CZE,"Mar 21, 2020",210
Czech Republic,CZE,"Mar 22, 2020",91
Czech Republic,CZE,"Mar 23, 2020",170
Czech Republic,CZE,"Mar 24, 2020",71
Czech Republic,CZE,"Mar 25, 2020",158
Czech Republic,CZE,"Mar 26, 2020",260
Czech Republic,CZE,"Mar 27, 2020",408
Czech Republic,CZE,"Mar 28, 2020",217
Czech Republic,CZE,"Mar 29, 2020",384
Czech Republic,CZE,"Mar 30, 2020",166
Czech Republic,CZE,"Mar 31, 2020",173
Czech Republic,CZE,"Apr 1, 2020",306
Czech Republic,CZE,"Apr 2, 2020",281
Czech Republic,CZE,"Apr 3, 2020",269
Czech Republic,CZE,"Apr 4, 2020",332
Czech Republic,CZE,"Apr 5, 2020",282
Czech Republic,CZE,"Apr 6, 2020",115
Czech Republic,CZE,"Apr 7, 2020",235
Czech Republic,CZE,"Apr 8, 2020",195
Czech Republic,CZE,"Apr 9, 2020",295
Czech Republic,CZE,"Apr 10, 2020",257
Czech Republic,CZE,"Apr 11, 2020",163
Czech Republic,CZE,"Apr 12, 2020",170
Czech Republic,CZE,"Apr 13, 2020",89
Czech Republic,CZE,"Apr 14, 2020",68
Czech Republic,CZE,"Apr 15, 2020",82
Czech Republic,CZE,"Apr 16, 2020",162
Czech Republic,CZE,"Apr 17, 2020",130
Czech Republic,CZE,"Apr 18, 2020",116
Czech Republic,CZE,"Apr 19, 2020",105
Czech Republic,CZE,"Apr 20, 2020",133
Czech Republic,CZE,"Apr 21, 2020",127
Czech Republic,CZE,"Apr 22, 2020",127
Czech Republic,CZE,"Apr 23, 2020",95
Czech Republic,CZE,"Apr 24, 2020",52
Democratic Republic of Congo,COD,"Mar 11, 2020",1
Democratic Republic of Congo,COD,"Mar 14, 2020",1
Democratic Republic of Congo,COD,"Mar 15, 2020",0
Democratic Republic of Congo,COD,"Mar 16, 2020",0
Democratic Republic of Congo,COD,"Mar 17, 2020",1
Democratic Republic of Congo,COD,"Mar 18, 2020",0
Democratic Republic of Congo,COD,"Mar 19, 2020",11
Democratic Republic of Congo,COD,"Mar 20, 2020",0
Democratic Republic of Congo,COD,"Mar 21, 2020",0
Democratic Republic of Congo,COD,"Mar 22, 2020",9
Democratic Republic of Congo,COD,"Mar 23, 2020",3
Democratic Republic of Congo,COD,"Mar 24, 2020",0
Democratic Republic of Congo,COD,"Mar 25, 2020",19
Democratic Republic of Congo,COD,"Mar 26, 2020",0
Democratic Republic of Congo,COD,"Mar 27, 2020",9
Democratic Republic of Congo,COD,"Mar 28, 2020",4
Democratic Republic of Congo,COD,"Mar 29, 2020",0
Democratic Republic of Congo,COD,"Mar 30, 2020",23
Democratic Republic of Congo,COD,"Mar 31, 2020",17
Democratic Republic of Congo,COD,"Apr 1, 2020",0
Democratic Republic of Congo,COD,"Apr 2, 2020",25
Democratic Republic of Congo,COD,"Apr 3, 2020",0
Democratic Republic of Congo,COD,"Apr 4, 2020",11
Democratic Republic of Congo,COD,"Apr 5, 2020",20
Democratic Republic of Congo,COD,"Apr 6, 2020",0
Democratic Republic of Congo,COD,"Apr 7, 2020",7
Democratic Republic of Congo,COD,"Apr 8, 2020",19
Democratic Republic of Congo,COD,"Apr 9, 2020",3
Democratic Republic of Congo,COD,"Apr 10, 2020",32
Democratic Republic of Congo,COD,"Apr 11, 2020",8
Democratic Republic of Congo,COD,"Apr 12, 2020",11
Democratic Republic of Congo,COD,"Apr 13, 2020",0
Democratic Republic of Congo,COD,"Apr 14, 2020",1
Democratic Republic of Congo,COD,"Apr 15, 2020",19
Democratic Republic of Congo,COD,"Apr 16, 2020",13
Democratic Republic of Congo,COD,"Apr 17, 2020",20
Democratic Republic of Congo,COD,"Apr 18, 2020",20
Democratic Republic of Congo,COD,"Apr 19, 2020",20
Democratic Republic of Congo,COD,"Apr 20, 2020",5
Democratic Republic of Congo,COD,"Apr 21, 2020",18
Democratic Republic of Congo,COD,"Apr 22, 2020",9
Democratic Republic of Congo,COD,"Apr 23, 2020",18
Democratic Republic of Congo,COD,"Apr 24, 2020",17
Denmark,DNK,"Dec 31, 2019",0
Denmark,DNK,"Jan 1, 2020",0
Denmark,DNK,"Jan 2, 2020",0
Denmark,DNK,"Jan 3, 2020",0
Denmark,DNK,"Jan 4, 2020",0
Denmark,DNK,"Jan 5, 2020",0
Denmark,DNK,"Jan 6, 2020",0
Denmark,DNK,"Jan 7, 2020",0
Denmark,DNK,"Jan 8, 2020",0
Denmark,DNK,"Jan 9, 2020",0
Denmark,DNK,"Jan 10, 2020",0
Denmark,DNK,"Jan 11, 2020",0
Denmark,DNK,"Jan 12, 2020",0
Denmark,DNK,"Jan 13, 2020",0
Denmark,DNK,"Jan 14, 2020",0
Denmark,DNK,"Jan 15, 2020",0
Denmark,DNK,"Jan 16, 2020",0
Denmark,DNK,"Jan 17, 2020",0
Denmark,DNK,"Jan 18, 2020",0
Denmark,DNK,"Jan 19, 2020",0
Denmark,DNK,"Jan 20, 2020",0
Denmark,DNK,"Jan 21, 2020",0
Denmark,DNK,"Jan 22, 2020",0
Denmark,DNK,"Jan 23, 2020",0
Denmark,DNK,"Jan 24, 2020",0
Denmark,DNK,"Jan 25, 2020",0
Denmark,DNK,"Jan 26, 2020",0
Denmark,DNK,"Jan 27, 2020",0
Denmark,DNK,"Jan 28, 2020",0
Denmark,DNK,"Jan 29, 2020",0
Denmark,DNK,"Jan 30, 2020",0
Denmark,DNK,"Jan 31, 2020",0
Denmark,DNK,"Feb 1, 2020",0
Denmark,DNK,"Feb 2, 2020",0
Denmark,DNK,"Feb 3, 2020",0
Denmark,DNK,"Feb 4, 2020",0
Denmark,DNK,"Feb 5, 2020",0
Denmark,DNK,"Feb 6, 2020",0
Denmark,DNK,"Feb 7, 2020",0
Denmark,DNK,"Feb 8, 2020",0
Denmark,DNK,"Feb 9, 2020",0
Denmark,DNK,"Feb 10, 2020",0
Denmark,DNK,"Feb 11, 2020",0
Denmark,DNK,"Feb 12, 2020",0
Denmark,DNK,"Feb 13, 2020",0
Denmark,DNK,"Feb 14, 2020",0
Denmark,DNK,"Feb 15, 2020",0
Denmark,DNK,"Feb 16, 2020",0
Denmark,DNK,"Feb 17, 2020",0
Denmark,DNK,"Feb 18, 2020",0
Denmark,DNK,"Feb 19, 2020",0
Denmark,DNK,"Feb 20, 2020",0
Denmark,DNK,"Feb 21, 2020",0
Denmark,DNK,"Feb 22, 2020",0
Denmark,DNK,"Feb 23, 2020",0
Denmark,DNK,"Feb 24, 2020",0
Denmark,DNK,"Feb 25, 2020",0
Denmark,DNK,"Feb 26, 2020",0
Denmark,DNK,"Feb 27, 2020",1
Denmark,DNK,"Feb 28, 2020",0
Denmark,DNK,"Feb 29, 2020",1
Denmark,DNK,"Mar 1, 2020",1
Denmark,DNK,"Mar 2, 2020",1
Denmark,DNK,"Mar 3, 2020",1
Denmark,DNK,"Mar 4, 2020",3
Denmark,DNK,"Mar 5, 2020",2
Denmark,DNK,"Mar 6, 2020",10
Denmark,DNK,"Mar 7, 2020",3
Denmark,DNK,"Mar 8, 2020",8
Denmark,DNK,"Mar 9, 2020",7
Denmark,DNK,"Mar 10, 2020",75
Denmark,DNK,"Mar 11, 2020",151
Denmark,DNK,"Mar 12, 2020",252
Denmark,DNK,"Mar 13, 2020",160
Denmark,DNK,"Mar 14, 2020",128
Denmark,DNK,"Mar 15, 2020",23
Denmark,DNK,"Mar 16, 2020",48
Denmark,DNK,"Mar 17, 2020",57
Denmark,DNK,"Mar 18, 2020",92
Denmark,DNK,"Mar 19, 2020",91
Denmark,DNK,"Mar 20, 2020",36
Denmark,DNK,"Mar 21, 2020",104
Denmark,DNK,"Mar 22, 2020",71
Denmark,DNK,"Mar 23, 2020",69
Denmark,DNK,"Mar 24, 2020",65
Denmark,DNK,"Mar 25, 2020",131
Denmark,DNK,"Mar 26, 2020",133
Denmark,DNK,"Mar 27, 2020",153
Denmark,DNK,"Mar 28, 2020",169
Denmark,DNK,"Mar 29, 2020",155
Denmark,DNK,"Mar 30, 2020",194
Denmark,DNK,"Mar 31, 2020",182
Denmark,DNK,"Apr 1, 2020",283
Denmark,DNK,"Apr 2, 2020",247
Denmark,DNK,"Apr 3, 2020",279
Denmark,DNK,"Apr 4, 2020",371
Denmark,DNK,"Apr 5, 2020",320
Denmark,DNK,"Apr 6, 2020",292
Denmark,DNK,"Apr 7, 2020",312
Denmark,DNK,"Apr 8, 2020",390
Denmark,DNK,"Apr 9, 2020",331
Denmark,DNK,"Apr 10, 2020",233
Denmark,DNK,"Apr 11, 2020",184
Denmark,DNK,"Apr 12, 2020",177
Denmark,DNK,"Apr 13, 2020",178
Denmark,DNK,"Apr 14, 2020",144
Denmark,DNK,"Apr 15, 2020",193
Denmark,DNK,"Apr 16, 2020",170
Denmark,DNK,"Apr 17, 2020",198
Denmark,DNK,"Apr 18, 2020",194
Denmark,DNK,"Apr 19, 2020",169
Denmark,DNK,"Apr 20, 2020",142
Denmark,DNK,"Apr 21, 2020",131
Denmark,DNK,"Apr 22, 2020",180
Denmark,DNK,"Apr 23, 2020",217
Denmark,DNK,"Apr 24, 2020",161
Djibouti,DJI,"Mar 19, 2020",1
Djibouti,DJI,"Mar 20, 2020",0
Djibouti,DJI,"Mar 21, 2020",0
Djibouti,DJI,"Mar 22, 2020",0
Djibouti,DJI,"Mar 23, 2020",0
Djibouti,DJI,"Mar 24, 2020",2
Djibouti,DJI,"Mar 25, 2020",0
Djibouti,DJI,"Mar 26, 2020",9
Djibouti,DJI,"Mar 27, 2020",0
Djibouti,DJI,"Mar 28, 2020",1
Djibouti,DJI,"Mar 29, 2020",2
Djibouti,DJI,"Mar 30, 2020",4
Djibouti,DJI,"Mar 31, 2020",7
Djibouti,DJI,"Apr 1, 2020",5
Djibouti,DJI,"Apr 2, 2020",3
Djibouti,DJI,"Apr 3, 2020",7
Djibouti,DJI,"Apr 4, 2020",0
Djibouti,DJI,"Apr 5, 2020",10
Djibouti,DJI,"Apr 6, 2020",8
Djibouti,DJI,"Apr 7, 2020",31
Djibouti,DJI,"Apr 8, 2020",31
Djibouti,DJI,"Apr 9, 2020",14
Djibouti,DJI,"Apr 10, 2020",5
Djibouti,DJI,"Apr 11, 2020",10
Djibouti,DJI,"Apr 12, 2020",37
Djibouti,DJI,"Apr 13, 2020",27
Djibouti,DJI,"Apr 14, 2020",84
Djibouti,DJI,"Apr 15, 2020",65
Djibouti,DJI,"Apr 16, 2020",72
Djibouti,DJI,"Apr 17, 2020",156
Djibouti,DJI,"Apr 18, 2020",141
Djibouti,DJI,"Apr 19, 2020",0
Djibouti,DJI,"Apr 20, 2020",114
Djibouti,DJI,"Apr 21, 2020",0
Djibouti,DJI,"Apr 22, 2020",99
Djibouti,DJI,"Apr 23, 2020",29
Djibouti,DJI,"Apr 24, 2020",12
Dominica,DMA,"Mar 23, 2020",1
Dominica,DMA,"Mar 24, 2020",0
Dominica,DMA,"Mar 25, 2020",1
Dominica,DMA,"Mar 26, 2020",5
Dominica,DMA,"Mar 27, 2020",4
Dominica,DMA,"Mar 28, 2020",0
Dominica,DMA,"Mar 29, 2020",0
Dominica,DMA,"Mar 30, 2020",0
Dominica,DMA,"Mar 31, 2020",0
Dominica,DMA,"Apr 1, 2020",0
Dominica,DMA,"Apr 2, 2020",1
Dominica,DMA,"Apr 3, 2020",0
Dominica,DMA,"Apr 4, 2020",2
Dominica,DMA,"Apr 5, 2020",0
Dominica,DMA,"Apr 6, 2020",0
Dominica,DMA,"Apr 7, 2020",1
Dominica,DMA,"Apr 8, 2020",0
Dominica,DMA,"Apr 9, 2020",0
Dominica,DMA,"Apr 10, 2020",1
Dominica,DMA,"Apr 11, 2020",0
Dominica,DMA,"Apr 12, 2020",0
Dominica,DMA,"Apr 13, 2020",0
Dominica,DMA,"Apr 14, 2020",0
Dominica,DMA,"Apr 15, 2020",0
Dominica,DMA,"Apr 16, 2020",0
Dominica,DMA,"Apr 17, 2020",0
Dominica,DMA,"Apr 18, 2020",0
Dominica,DMA,"Apr 19, 2020",0
Dominica,DMA,"Apr 20, 2020",0
Dominica,DMA,"Apr 21, 2020",0
Dominica,DMA,"Apr 22, 2020",0
Dominica,DMA,"Apr 23, 2020",0
Dominica,DMA,"Apr 24, 2020",0
Dominican Republic,DOM,"Dec 31, 2019",0
Dominican Republic,DOM,"Jan 1, 2020",0
Dominican Republic,DOM,"Jan 2, 2020",0
Dominican Republic,DOM,"Jan 3, 2020",0
Dominican Republic,DOM,"Jan 4, 2020",0
Dominican Republic,DOM,"Jan 5, 2020",0
Dominican Republic,DOM,"Jan 6, 2020",0
Dominican Republic,DOM,"Jan 7, 2020",0
Dominican Republic,DOM,"Jan 8, 2020",0
Dominican Republic,DOM,"Jan 9, 2020",0
Dominican Republic,DOM,"Jan 10, 2020",0
Dominican Republic,DOM,"Jan 11, 2020",0
Dominican Republic,DOM,"Jan 12, 2020",0
Dominican Republic,DOM,"Jan 13, 2020",0
Dominican Republic,DOM,"Jan 14, 2020",0
Dominican Republic,DOM,"Jan 15, 2020",0
Dominican Republic,DOM,"Jan 16, 2020",0
Dominican Republic,DOM,"Jan 17, 2020",0
Dominican Republic,DOM,"Jan 18, 2020",0
Dominican Republic,DOM,"Jan 19, 2020",0
Dominican Republic,DOM,"Jan 20, 2020",0
Dominican Republic,DOM,"Jan 21, 2020",0
Dominican Republic,DOM,"Jan 22, 2020",0
Dominican Republic,DOM,"Jan 23, 2020",0
Dominican Republic,DOM,"Jan 24, 2020",0
Dominican Republic,DOM,"Jan 25, 2020",0
Dominican Republic,DOM,"Jan 26, 2020",0
Dominican Republic,DOM,"Jan 27, 2020",0
Dominican Republic,DOM,"Jan 28, 2020",0
Dominican Republic,DOM,"Jan 29, 2020",0
Dominican Republic,DOM,"Jan 30, 2020",0
Dominican Republic,DOM,"Jan 31, 2020",0
Dominican Republic,DOM,"Feb 1, 2020",0
Dominican Republic,DOM,"Feb 2, 2020",0
Dominican Republic,DOM,"Feb 3, 2020",0
Dominican Republic,DOM,"Feb 4, 2020",0
Dominican Republic,DOM,"Feb 5, 2020",0
Dominican Republic,DOM,"Feb 6, 2020",0
Dominican Republic,DOM,"Feb 7, 2020",0
Dominican Republic,DOM,"Feb 8, 2020",0
Dominican Republic,DOM,"Feb 9, 2020",0
Dominican Republic,DOM,"Feb 10, 2020",0
Dominican Republic,DOM,"Feb 11, 2020",0
Dominican Republic,DOM,"Feb 12, 2020",0
Dominican Republic,DOM,"Feb 13, 2020",0
Dominican Republic,DOM,"Feb 14, 2020",0
Dominican Republic,DOM,"Feb 15, 2020",0
Dominican Republic,DOM,"Feb 16, 2020",0
Dominican Republic,DOM,"Feb 17, 2020",0
Dominican Republic,DOM,"Feb 18, 2020",0
Dominican Republic,DOM,"Feb 19, 2020",0
Dominican Republic,DOM,"Feb 20, 2020",0
Dominican Republic,DOM,"Feb 21, 2020",0
Dominican Republic,DOM,"Feb 22, 2020",0
Dominican Republic,DOM,"Feb 23, 2020",0
Dominican Republic,DOM,"Feb 24, 2020",0
Dominican Republic,DOM,"Feb 25, 2020",0
Dominican Republic,DOM,"Feb 26, 2020",0
Dominican Republic,DOM,"Feb 27, 2020",0
Dominican Republic,DOM,"Feb 28, 2020",0
Dominican Republic,DOM,"Feb 29, 2020",0
Dominican Republic,DOM,"Mar 1, 2020",0
Dominican Republic,DOM,"Mar 2, 2020",1
Dominican Republic,DOM,"Mar 7, 2020",1
Dominican Republic,DOM,"Mar 10, 2020",3
Dominican Republic,DOM,"Mar 14, 2020",6
Dominican Republic,DOM,"Mar 15, 2020",0
Dominican Republic,DOM,"Mar 16, 2020",0
Dominican Republic,DOM,"Mar 17, 2020",0
Dominican Republic,DOM,"Mar 18, 2020",0
Dominican Republic,DOM,"Mar 19, 2020",10
Dominican Republic,DOM,"Mar 20, 2020",0
Dominican Republic,DOM,"Mar 21, 2020",13
Dominican Republic,DOM,"Mar 22, 2020",78
Dominican Republic,DOM,"Mar 23, 2020",90
Dominican Republic,DOM,"Mar 24, 2020",43
Dominican Republic,DOM,"Mar 25, 2020",67
Dominican Republic,DOM,"Mar 26, 2020",80
Dominican Republic,DOM,"Mar 27, 2020",96
Dominican Republic,DOM,"Mar 28, 2020",93
Dominican Republic,DOM,"Mar 29, 2020",138
Dominican Republic,DOM,"Mar 30, 2020",140
Dominican Republic,DOM,"Mar 31, 2020",42
Dominican Republic,DOM,"Apr 1, 2020",208
Dominican Republic,DOM,"Apr 2, 2020",175
Dominican Republic,DOM,"Apr 3, 2020",96
Dominican Republic,DOM,"Apr 4, 2020",108
Dominican Republic,DOM,"Apr 5, 2020",90
Dominican Republic,DOM,"Apr 6, 2020",167
Dominican Republic,DOM,"Apr 7, 2020",83
